key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2013-03-17 09:47:00.00000094,9.0,2013-03-17 09:47:00 UTC,-73.981562,40.75506,-74.000702,40.737057,2
2010-05-12 12:50:00.00000056,10.5,2010-05-12 12:50:00 UTC,-73.975865,40.763448,-73.981777,40.76242,5
2011-12-10 17:11:36.0000001,5.7,2011-12-10 17:11:36 UTC,-73.979792,40.743036,-73.986667,40.751349,1
2009-12-12 11:57:00.000000200,6.1,2009-12-12 11:57:00 UTC,-73.987983,40.749477,-73.980152,40.764005,1
2010-04-16 18:13:00.00000087,5.3,2010-04-16 18:13:00 UTC,-73.968197,40.764967,-73.959862,40.776457,5
2009-05-06 22:56:00.00000026,5.3,2009-05-06 22:56:00 UTC,-73.978887,40.7534,-73.99256,40.742862,2
2014-12-22 23:05:18.0000002,9.5,2014-12-22 23:05:18 UTC,-74.003899,40.726118,-73.978321,40.751906,1
2013-05-01 17:55:00.000000190,5.5,2013-05-01 17:55:00 UTC,-73.959997,40.77621,-73.947065,40.77611,6
2012-01-31 08:52:55.0000002,5.3,2012-01-31 08:52:55 UTC,-73.993399,40.762378,-73.986875,40.768577,1
2015-05-05 07:52:40.0000003,6.5,2015-05-05 07:52:40 UTC,-73.99503326416014,40.7342185974121,-73.99674224853516,40.7477912902832,1
2012-03-23 17:53:00.000000180,5.3,2012-03-23 17:53:00 UTC,-74.00615,40.744197,-74.010628,40.731352,2
2014-01-12 01:25:00.000000195,19.0,2014-01-12 01:25:00 UTC,-73.917852,40.76057,-73.861222,40.72674,1
2013-12-20 19:58:00.000000144,10.0,2013-12-20 19:58:00 UTC,-73.980838,40.732682,-74.001208,40.727667,1
2014-10-15 14:55:00.00000092,6.0,2014-10-15 14:55:00 UTC,-73.954733,40.764917,-73.964875,40.759452,1
2015-02-26 20:57:45.0000002,15.5,2015-02-26 20:57:45 UTC,-73.97386932373048,40.751277923583984,-73.91856384277344,40.7649803161621,2
2013-11-19 12:53:00.000000142,4.5,2013-11-19 12:53:00 UTC,-73.981292,40.781157,-73.97792,40.788765,1
2012-02-05 06:13:03.0000001,8.1,2012-02-05 06:13:03 UTC,-73.951856,40.77779,-73.938803,40.7497,3
2010-11-06 08:48:11.0000001,2.5,2010-11-06 08:48:11 UTC,-73.959046,40.819685,-73.959046,40.819685,1
2010-01-17 17:53:00.00000033,12.5,2010-01-17 17:53:00 UTC,-73.933963,40.802852,-73.953768,40.770905,1
2015-02-03 09:18:11.0000002,8.0,2015-02-03 09:18:11 UTC,-74.01707458496092,40.709251403808594,-74.0066680908203,40.717300415039055,1
2012-03-29 22:10:00.000000112,19.3,2012-03-29 22:10:00 UTC,0.0,0.0,0.0,0.0,1
2013-07-13 22:40:54.0000003,9.0,2013-07-13 22:40:54 UTC,-73.954614,40.783997,-73.970694,40.758468,1
2011-08-06 00:02:00.000000244,14.9,2011-08-06 00:02:00 UTC,-73.990667,40.68627,-73.98327,40.738707,1
2012-06-24 16:00:00.00000061,5.3,2012-06-24 16:00:00 UTC,-73.97486,40.762142,-73.96671,40.772327,1
2013-07-23 10:49:23.0000006,6.0,2013-07-23 10:49:23 UTC,-73.990296,40.766625,-73.976935,40.780052,3
2014-01-28 14:51:08.0000001,8.0,2014-01-28 14:51:08 UTC,-73.962873,40.772074,-73.951192,40.778655,1
2009-03-23 04:04:00.00000023,26.5,2009-03-23 04:04:00 UTC,-73.991992,40.75002,-73.865007,40.770512,1
2011-11-23 20:30:00.000000170,19.7,2011-11-23 20:30:00 UTC,-73.983085,40.726488,-73.909775,40.749528,2
2012-07-11 10:18:00.00000087,19.3,2012-07-11 10:18:00 UTC,-73.972552,40.756862,-74.013675,40.713772,1
2012-10-30 08:40:56.0000001,31.5,2012-10-30 08:40:56 UTC,-73.992698,40.724087,-73.941578,40.830326,1
2012-05-24 14:10:00.000000154,6.9,2012-05-24 14:10:00 UTC,-73.994785,40.731542,-73.992072,40.743677,5
2013-09-06 19:02:00.00000079,8.5,2013-09-06 19:02:00 UTC,-73.967412,40.793075,-73.951643,40.809515,2
2011-09-14 22:38:02.0000005,15.7,2011-09-14 22:38:02 UTC,-73.986007,40.740829,-73.972153,40.799458,2
2013-10-13 06:16:33.0000001,8.0,2013-10-13 06:16:33 UTC,-73.991483,40.739189,-74.000015,40.72856,1
2009-05-20 21:08:59.0000003,10.9,2009-05-20 21:08:59 UTC,-73.970998,40.751545,-73.999637,40.742576,3
2013-04-28 05:16:00.00000036,24.5,2013-04-28 05:16:00 UTC,-74.001362,40.73106,-74.009872,40.653042,1
2012-05-19 14:36:00.00000051,5.7,2012-05-19 14:36:00 UTC,-73.996383,40.742442,-74.00632,40.73321,1
2013-10-10 14:15:48.0000003,14.0,2013-10-10 14:15:48 UTC,-73.954801,40.777895,-73.974447,40.756593,1
2014-03-21 17:23:00.000000117,17.5,2014-03-21 17:23:00 UTC,-73.995872,40.748997,-74.006997,40.743852,2
2014-09-15 19:11:00.000000149,17.5,2014-09-15 19:11:00 UTC,-73.97983,40.752282,-73.946655,40.806102,1
2011-06-21 11:06:00.00000028,8.9,2011-06-21 11:06:00 UTC,-74.017788,40.706175,-74.004988,40.73393,1
2011-01-12 19:24:45.0000002,8.5,2011-01-12 19:24:45 UTC,-73.979265,40.787121,-73.952923,40.785799,1
2012-02-09 10:54:00.000000105,6.5,2012-02-09 10:54:00 UTC,-73.99335,40.75232,-73.989165,40.7694,3
2010-05-19 08:55:03.0000002,6.1,2010-05-19 08:55:03 UTC,-74.00702,40.743451,-74.006511,40.737743,1
2009-12-08 19:13:00.00000023,5.3,2009-12-08 19:13:00 UTC,-73.95212,40.819102,-73.963738,40.803012,1
2013-07-08 20:36:00.000000125,10.5,2013-07-08 20:36:00 UTC,-73.95443,40.765922,-73.976013,40.73341,1
2010-02-09 20:12:00.0000003,4.5,2010-02-09 20:12:00 UTC,-73.976075,40.76385,-73.96869,40.764797,1
2012-05-17 22:29:01.0000002,14.5,2012-05-17 22:29:01 UTC,-73.983783,40.752331,-73.983324,40.695901,1
2009-08-01 15:49:40.0000002,45.0,2009-08-01 15:49:40 UTC,-73.781418,40.645142,-73.95658,40.713125,1
2011-10-19 07:56:00.000000147,12.5,2011-10-19 07:56:00 UTC,-73.954407,40.783282,-73.98213,40.762297,1
2014-03-14 14:33:34.0000004,8.5,2014-03-14 14:33:34 UTC,-73.988405,40.718352,-73.999174,40.717476,1
2011-07-20 12:22:42.0000002,4.1,2011-07-20 12:22:42 UTC,-73.968298,40.762648,-73.970715,40.75571,1
2012-08-31 07:45:43.0000003,4.5,2012-08-31 07:45:43 UTC,-73.988234,40.737764,-73.982701,40.744295,1
2012-02-03 02:46:02.0000001,9.7,2012-02-03 02:46:02 UTC,-73.98814,40.737715,-73.983909,40.774555,1
2012-11-18 23:32:53.0000001,11.0,2012-11-18 23:32:53 UTC,-73.999188,40.730067,-73.972923,40.760483,2
2013-11-23 01:08:00.000000263,10.0,2013-11-23 01:08:00 UTC,-73.98368,40.750285,-73.997517,40.721892,2
2014-11-15 03:45:04.0000002,7.0,2014-11-15 03:45:04 UTC,-73.999671,40.714514,-74.002926,40.734117,2
2012-12-13 08:05:00.00000052,16.5,2012-12-13 08:05:00 UTC,-73.990947,40.756232,-74.002295,40.733482,1
2013-09-10 09:02:00.00000082,4.0,2013-09-10 09:02:00 UTC,-73.99503,40.745275,-73.987418,40.740625,1
2012-03-22 08:31:00.00000032,5.7,2012-03-22 08:31:00 UTC,0.0,0.0,0.0,0.0,1
2015-03-29 19:39:13.0000004,5.5,2015-03-29 19:39:13 UTC,-73.9661407470703,40.77366638183594,-73.97370147705078,40.76315689086913,1
2012-06-29 12:35:31.0000005,13.7,2012-06-29 12:35:31 UTC,-74.001425,40.740679,-73.978127,40.756463,1
2013-01-24 13:31:12.0000001,4.5,2013-01-24 13:31:12 UTC,-73.959559,40.760346,-73.954595,40.764143,1
2014-08-21 18:58:00.00000047,4.0,2014-08-21 18:58:00 UTC,-73.965675,40.762735,-73.959865,40.770702,1
2009-07-06 16:17:00.000000109,4.9,2009-07-06 16:17:00 UTC,-73.953743,40.778838,-73.951577,40.773245,1
2013-11-21 14:56:42.0000004,13.5,2013-11-21 14:56:42 UTC,-73.996949,40.75248,-74.010237,40.719835,1
2012-02-13 21:45:00.000000246,4.9,2012-02-13 21:45:00 UTC,-73.9775,40.784222,-73.986288,40.778797,1
2009-12-18 18:47:57.0000004,6.5,2009-12-18 18:47:57 UTC,-73.982743,40.769374,-73.999912,40.761622,1
2014-12-01 10:17:00.0000005,8.5,2014-12-01 10:17:00 UTC,-73.952528,40.772312,-73.979738,40.783847,5
2013-11-22 15:37:31.0000005,7.5,2013-11-22 15:37:31 UTC,-73.99141,40.7501,-73.978986,40.750395,1
2011-12-21 19:57:00.000000169,8.1,2011-12-21 19:57:00 UTC,-73.975347,40.749912,-73.981583,40.768462,1
2010-06-16 07:47:00.00000055,6.5,2010-06-16 07:47:00 UTC,-73.988587,40.76408,-73.976692,40.751383,1
2015-01-14 10:19:09.0000004,8.0,2015-01-14 10:19:09 UTC,-73.9612579345703,40.76057815551758,-73.95569610595702,40.77633666992188,1
2014-05-01 14:46:00.00000041,22.5,2014-05-01 14:46:00 UTC,-73.954725,40.76978,-73.996762,40.754445,1
2011-01-16 12:33:08.0000003,16.9,2011-01-16 12:33:08 UTC,-73.979743,40.765959,-74.008132,40.705525,1
2011-05-19 11:48:00.00000042,8.1,2011-05-19 11:48:00 UTC,-73.982808,40.766905,-73.974648,40.788283,1
2013-04-26 22:40:41.0000001,15.5,2013-04-26 22:40:41 UTC,-74.007739,40.715341,-73.997987,40.677986,1
2010-06-12 23:50:50.0000005,19.3,2010-06-12 23:50:50 UTC,-73.979933,40.784029,-74.016615,40.705021,1
2012-01-28 20:13:15.0000003,7.3,2012-01-28 20:13:15 UTC,-73.97612,40.789008,-73.988597,40.764033,0
2012-09-25 15:43:53.0000002,7.5,2012-09-25 15:43:53 UTC,-73.983687,40.779457,-73.969718,40.785728,1
2011-07-27 02:18:53.0000001,8.1,2011-07-27 02:18:53 UTC,-74.007781,40.74068,-73.990665,40.719213,1
2010-05-07 20:24:00.000000140,9.7,2010-05-07 20:24:00 UTC,-73.99006,40.732998,-74.005085,40.751473,1
2014-09-30 19:22:46.0000006,7.0,2014-09-30 19:22:46 UTC,-73.989308,40.742739,-73.984133,40.730255,1
2011-04-05 17:37:00.000000200,15.7,2011-04-05 17:37:00 UTC,-73.966115,40.789847,-73.96312,40.756832,1
2010-10-13 18:16:00.00000056,4.5,2010-10-13 18:16:00 UTC,-73.984483,40.728688,-73.983905,40.737497,4
2013-05-22 22:42:00.000000193,8.0,2013-05-22 22:42:00 UTC,-73.977858,40.729387,-74.00046,40.735422,1
2012-06-24 10:40:11.0000002,15.3,2012-06-24 10:40:11 UTC,-73.948293,40.786729,-73.983177,40.729179,1
2013-03-21 16:00:09.0000001,2.5,2013-03-21 16:00:09 UTC,-73.981743,40.770534,-73.981923,40.771086,1
2010-04-08 09:33:00.000000135,10.1,2010-04-08 09:33:00 UTC,-74.000927,40.722242,-73.98038,40.748413,1
2013-12-26 17:16:02.0000003,6.0,2013-12-26 17:16:02 UTC,-73.962788,40.766822,-73.948592,40.782922,2
2010-10-03 12:28:17.0000003,5.3,2010-10-03 12:28:17 UTC,-73.960869,40.769653,-73.959683,40.779863,1
2014-09-15 14:15:00.000000148,7.0,2014-09-15 14:15:00 UTC,-73.982065,40.775032,-73.982752,40.763595,1
2010-10-20 19:44:01.0000002,6.1,2010-10-20 19:44:01 UTC,-73.983895,40.721561,-73.997884,40.718183,1
2011-09-28 20:03:02.0000001,16.1,2011-09-28 20:03:02 UTC,-73.973608,40.759211,-74.013424,40.717468,1
2010-05-04 14:09:00.00000081,17.3,2010-05-04 14:09:00 UTC,-74.017175,40.70532,-73.973658,40.75309,1
2010-11-24 18:34:20.0000005,12.5,2010-11-24 18:34:20 UTC,-73.994827,40.740223,-73.949988,40.784337,2
2013-12-10 21:51:21.0000007,15.5,2013-12-10 21:51:21 UTC,-73.968045,40.763379,-74.003348,40.731077,1
2014-05-17 07:44:00.00000043,9.0,2014-05-17 07:44:00 UTC,-73.98426,40.76722,-73.97106,40.74596,4
2015-01-08 02:51:25.0000001,10.5,2015-01-08 02:51:25 UTC,-73.99327850341797,40.71951675415039,-73.94598388671875,40.71150588989258,2
2011-09-05 02:18:11.0000001,4.5,2011-09-05 02:18:11 UTC,-73.96701,40.757079,-73.979592,40.761762,1
2013-07-10 07:50:00.000000119,7.5,2013-07-10 07:50:00 UTC,-73.968618,40.75469,-73.985045,40.742467,6
2012-11-17 00:24:00.00000035,28.0,2012-11-17 00:24:00 UTC,-73.957535,40.722262,-73.979795,40.689777,5
2011-06-26 04:48:00.00000014,6.1,2011-06-26 04:48:00 UTC,-73.923938,40.761255,-73.904312,40.774222,1
2010-12-15 22:48:00.000000227,6.1,2010-12-15 22:48:00 UTC,-73.958787,40.768312,-73.962887,40.779302,2
2013-03-03 17:51:00.00000060,6.0,2013-03-03 17:51:00 UTC,-73.951375,40.785295,-73.96479,40.766475,1
2014-03-27 10:26:00.000000170,9.0,2014-03-27 10:26:00 UTC,-73.996955,40.74002,-73.998925,40.754842,5
2012-02-12 00:32:00.000000151,4.5,2012-02-12 00:32:00 UTC,-73.992565,40.753532,-73.991902,40.762305,5
2009-02-19 08:19:00.000000197,8.5,2009-02-19 08:19:00 UTC,-73.977787,40.734275,-73.972885,40.757145,1
2012-02-12 14:18:07.0000007,6.5,2012-02-12 14:18:07 UTC,-73.987916,40.769767,-73.989331,40.755301,1
2009-02-20 12:42:28.0000001,8.1,2009-02-20 12:42:28 UTC,-73.9474,40.783656,-73.969316,40.765965,1
2009-07-22 17:30:41.0000002,6.1,2009-07-22 17:30:41 UTC,-73.990956,40.736214,-74.006614,40.739376,1
2010-09-27 11:15:00.000000146,4.5,2010-09-27 11:15:00 UTC,-74.002583,40.744765,-73.99717,40.74306,2
2009-09-06 20:10:43.0000001,6.9,2009-09-06 20:10:43 UTC,-73.963764,40.793105,-73.963621,40.774229,1
2014-02-21 04:28:19.0000001,19.0,2014-02-21 04:28:19 UTC,-74.007934,40.740331,-73.961228,40.797659,4
2010-12-23 13:20:54.0000002,11.3,2010-12-23 13:20:54 UTC,-73.939871,40.751325,-73.982298,40.748738,1
2010-11-01 17:41:00.000000151,5.3,2010-11-01 17:41:00 UTC,-73.990728,40.734407,-73.988463,40.725107,2
2013-10-04 08:03:01.0000001,3.5,2013-10-04 08:03:01 UTC,-73.997939,40.740958,-74.000291,40.737748,1
2010-01-25 21:33:40.0000002,6.1,2010-01-25 21:33:40 UTC,-73.952808,40.786422,-73.962149,40.798964,1
2014-11-14 23:03:00.00000021,12.0,2014-11-14 23:03:00 UTC,-74.00522,40.72856,-73.98235,40.74422,1
2010-12-20 19:29:30.0000001,8.5,2010-12-20 19:29:30 UTC,-73.982721,40.763419,-73.97238,40.78642,1
2014-10-25 23:09:39.0000008,30.5,2014-10-25 23:09:39 UTC,-73.788331,40.642031,-73.911632,40.692819,1
2015-02-28 11:40:24.0000006,10.5,2015-02-28 11:40:24 UTC,-73.95342254638672,40.76764678955078,-73.97864532470702,40.76674270629882,1
2014-03-08 00:54:00.000000159,8.5,2014-03-08 00:54:00 UTC,-73.989417,40.731702,-73.98644,40.751767,1
2011-03-14 08:58:00.000000147,6.5,2011-03-14 08:58:00 UTC,-73.969893,40.75124,-73.971372,40.764113,1
2011-12-31 01:36:44.0000001,8.5,2011-12-31 01:36:44 UTC,-73.993408,40.718998,-73.996575,40.744541,2
2013-06-04 08:06:52.0000003,8.5,2013-06-04 08:06:52 UTC,-73.98019,40.785605,-73.96319,40.803791,1
2014-03-18 21:05:13.0000003,6.0,2014-03-18 21:05:13 UTC,-73.982251,40.769985,-73.967773,40.766746,1
2014-06-28 22:50:00.000000221,11.0,2014-06-28 22:50:00 UTC,-73.982578,40.757302,-73.982178,40.734587,6
2013-01-26 12:59:00.00000083,4.5,2013-01-26 12:59:00 UTC,-73.95277,40.77221,-73.958517,40.778205,1
2010-06-28 16:42:00.000000166,45.0,2010-06-28 16:42:00 UTC,-73.982263,40.758653,-73.783795,40.643608,5
2012-03-02 19:53:46.0000007,4.5,2012-03-02 19:53:46 UTC,-73.959457,40.763145,-73.95847,40.772729,1
2014-04-27 17:20:04.0000005,9.0,2014-04-27 17:20:04 UTC,-73.99254,40.743285,-73.97676,40.764637,1
2012-03-07 21:40:29.0000001,6.5,2012-03-07 21:40:29 UTC,-73.98845,40.768988,-73.977756,40.753599,1
2014-05-19 21:43:00.00000046,7.5,2014-05-19 21:43:00 UTC,-73.98546,40.758375,-74.002528,40.733992,1
2013-11-16 17:07:04.0000001,5.5,2013-11-16 17:07:04 UTC,-73.958212,40.781528,-73.955993,40.772144,3
2015-01-21 14:55:07.0000002,7.5,2015-01-21 14:55:07 UTC,-73.98580932617188,40.744388580322266,-74.0053939819336,40.7401123046875,1
2012-12-04 16:03:24.0000007,4.0,2012-12-04 16:03:24 UTC,-73.959568,40.76292,-73.954116,40.768503,1
2012-01-26 06:45:00.00000029,5.7,2012-01-26 06:45:00 UTC,-74.002675,40.733735,-73.98881,40.741395,1
2010-08-01 00:08:00.00000062,5.3,2010-08-01 00:08:00 UTC,-73.98258,40.757565,-73.983785,40.766695,2
2012-12-13 11:25:44.0000003,20.0,2012-12-13 11:25:44 UTC,-73.993074,40.693065,-74.004112,40.749363,1
2012-12-25 14:40:28.0000001,19.0,2012-12-25 14:40:28 UTC,-74.001254,40.709966,-73.972707,40.76504,1
2010-12-12 23:49:46.0000002,13.3,2010-12-12 23:49:46 UTC,-74.011069,40.786596,-74.011069,40.786596,1
2009-09-14 23:21:00.000000150,5.7,2009-09-14 23:21:00 UTC,-73.9947,40.740317,-73.982868,40.742205,1
2012-11-25 18:41:39.0000007,5.0,2012-11-25 18:41:39 UTC,-73.984466,40.736892,-73.979817,40.746659,1
2011-02-12 18:33:00.000000141,3.7,2011-02-12 18:33:00 UTC,-73.9962,40.758582,-73.996712,40.762278,2
2010-01-12 17:17:00.000000176,14.1,2010-01-12 17:17:00 UTC,-73.972495,40.756782,-74.015163,40.71627,2
2015-02-13 08:20:21.0000002,6.0,2015-02-13 08:20:21 UTC,-73.99752807617188,40.765472412109375,-73.99168395996092,40.7562255859375,1
2009-09-25 16:56:00.00000088,2.5,2009-09-25 16:56:00 UTC,-73.970565,40.756687,-73.970555,40.756732,1
2012-04-21 15:49:36.0000001,35.7,2012-04-21 15:49:36 UTC,-73.968212,40.755444,-73.767174,40.718155,1
2011-11-07 19:27:10.0000003,4.1,2011-11-07 19:27:10 UTC,-73.999897,40.732828,-74.003217,40.731565,2
2011-03-26 00:17:12.0000002,4.5,2011-03-26 00:17:12 UTC,-73.999001,40.744443,-73.994236,40.735347,2
2011-03-15 15:32:11.0000004,6.5,2011-03-15 15:32:11 UTC,-73.986796,40.725632,-73.997802,40.736192,1
2013-02-19 12:05:10.0000002,8.0,2013-02-19 12:05:10 UTC,-73.98252,40.757831,-73.976015,40.776054,1
2011-07-27 18:01:00.000000146,7.7,2011-07-27 18:01:00 UTC,-73.957037,40.774382,-73.977852,40.788797,1
2012-05-22 08:16:24.00000010,6.1,2012-05-22 08:16:24 UTC,-73.99249,40.71412,-73.982702,40.731117,1
2013-05-10 00:00:00.000000108,15.5,2013-05-10 00:00:00 UTC,-73.972695,40.74998,-74.006652,40.703887,1
2014-07-01 06:16:00.00000063,18.5,2014-07-01 06:16:00 UTC,-73.96344,40.774105,-74.005985,40.724802,2
2012-04-05 17:54:00.000000110,4.5,2012-04-05 17:54:00 UTC,-73.939702,40.804557,-73.976602,40.787447,1
2013-07-06 18:44:00.000000132,8.5,2013-07-06 18:44:00 UTC,-73.95672,40.781137,-73.977717,40.791392,1
2012-08-25 03:22:00.00000097,5.3,2012-08-25 03:22:00 UTC,-73.987345,40.729165,-73.989893,40.722217,1
2014-02-19 11:56:24.0000002,6.5,2014-02-19 11:56:24 UTC,-73.999354,40.727715,-73.998923,40.734642,1
2015-05-14 19:31:36.0000008,11.5,2015-05-14 19:31:36 UTC,-73.96974182128906,40.7567138671875,-73.98827362060547,40.779121398925774,1
2010-11-19 06:20:15.0000001,5.7,2010-11-19 06:20:15 UTC,-73.989558,40.756327,-73.97372,40.750589,1
2009-12-11 21:25:00.00000037,12.5,2009-12-11 21:25:00 UTC,-73.99291,40.734137,-73.994102,40.695163,2
2014-06-05 02:56:30.0000001,5.5,2014-06-05 02:56:30 UTC,-73.992589,40.745303,-73.990104,40.735539,1
2009-07-31 09:47:19.0000002,6.5,2009-07-31 09:47:19 UTC,-73.979365,40.740235,-73.993674,40.729454,1
2013-12-27 17:03:30.0000003,9.0,2013-12-27 17:03:30 UTC,-73.991355,40.754787,-73.986207,40.746532,2
2011-09-17 02:41:48.0000003,14.5,2011-09-17 02:41:48 UTC,-73.991293,40.739221,-73.962238,40.79734,1
2012-03-27 13:10:00.00000040,3.3,2012-03-27 13:10:00 UTC,-73.957657,40.774215,-73.955415,40.779353,5
2015-04-30 09:32:05.0000004,52.0,2015-04-30 09:32:05 UTC,-73.79006958007811,40.64687347412109,-73.99131774902342,40.72287368774414,1
2009-08-31 08:13:31.0000002,4.9,2009-08-31 08:13:31 UTC,-73.979808,40.765086,-73.980871,40.753966,1
2010-02-20 09:33:27.0000001,45.0,2010-02-20 09:33:27 UTC,-73.95379,40.782229,-73.785834,40.638761,1
2010-07-02 19:56:26.0000003,4.9,2010-07-02 19:56:26 UTC,-73.966802,40.761215,-73.957295,40.770016,1
2014-11-22 14:39:00.00000040,5.5,2014-11-22 14:39:00 UTC,-73.980212,40.738957,-73.985187,40.729037,4
2014-05-13 18:09:00.00000035,13.0,2014-05-13 18:09:00 UTC,-73.974182,40.791562,-73.966222,40.765087,1
2011-06-03 16:24:00.00000013,49.8,2011-06-03 16:24:00 UTC,-73.979855,40.756395,-73.783587,40.643747,1
2014-04-14 23:34:30.0000003,10.5,2014-04-14 23:34:30 UTC,-74.001688,40.735524,-73.992124,40.764131,1
2010-07-17 01:32:04.0000005,8.5,2010-07-17 01:32:04 UTC,-74.002737,40.724153,-74.006097,40.748445,1
2013-08-19 04:34:00.0000003,9.5,2013-08-19 04:34:00 UTC,-73.94467,40.79454,-73.971292,40.75813,5
2013-04-30 11:44:00.000000251,11.5,2013-04-30 11:44:00 UTC,-73.976757,40.790415,-73.990943,40.760735,5
2014-07-12 18:44:00.000000119,14.5,2014-07-12 18:44:00 UTC,-73.991172,40.750647,-73.989205,40.71877,6
2015-05-20 05:24:03.0000002,52.0,2015-05-20 05:24:03 UTC,-74.0019760131836,40.7280158996582,-73.77648162841797,40.64525985717773,1
2015-06-21 11:52:15.0000004,10.0,2015-06-21 11:52:15 UTC,-73.99847412109375,40.73501586914063,-73.97489929199219,40.75904083251953,1
2011-09-25 17:08:00.000000102,9.3,2011-09-25 17:08:00 UTC,-73.949885,40.614943,-73.94272,40.614815,5
2011-10-06 12:33:00.000000208,6.5,2011-10-06 12:33:00 UTC,-73.985727,40.763775,-73.987643,40.762962,1
2009-03-26 06:51:43.0000002,49.15,2009-03-26 06:51:43 UTC,-73.776922,40.645175,-73.94543,40.783605,1
2013-02-09 23:14:00.000000145,5.0,2013-02-09 23:14:00 UTC,-73.99293,40.693077,-73.986627,40.688457,2
2009-02-14 18:22:20.0000006,7.3,2009-02-14 18:22:20 UTC,-73.971827,40.749607,-73.950436,40.775348,1
2014-06-17 13:28:47.0000003,11.0,2014-06-17 13:28:47 UTC,-73.98238,40.761913,-73.965728,40.75952,4
2013-12-02 21:48:57.0000006,12.5,2013-12-02 21:48:57 UTC,-73.987278,40.736019,-73.987649,40.763772,1
2014-06-20 07:59:52.0000003,18.0,2014-06-20 07:59:52 UTC,-73.95619,40.768102,-74.002645,40.744668,1
2009-10-04 07:05:00.00000032,31.3,2009-10-04 07:05:00 UTC,-73.9642,40.803177,-73.99096,40.736672,5
2012-01-11 22:58:33.0000001,6.1,2012-01-11 22:58:33 UTC,-73.992417,40.730627,-73.990848,40.719281,3
2012-07-24 10:07:00.000000123,11.7,2012-07-24 10:07:00 UTC,-73.991123,40.755008,-73.976908,40.739067,1
2010-04-03 08:26:39.0000002,10.9,2010-04-03 08:26:39 UTC,-73.982276,40.756169,-73.9839,40.725663,2
2012-07-10 18:54:00.000000267,3.3,2012-07-10 18:54:00 UTC,-73.981615,40.714512,-73.98658,40.714447,1
2015-06-09 20:57:13.0000006,52.0,2015-06-09 20:57:13 UTC,-73.78791046142578,40.64202499389648,-73.98869323730467,40.693580627441406,1
